Name of the farmer,Type of Soil,Type/Variety,Location,Type of Crops,Week 1,Week 2,Week 3,Week 4,Month,Year,Total,Report Type
Mary Michael Mooney,Non-Irrigated,NSIC Rc 216,Purok 2,Coconut,1.14,0.96,1.96,1.39,December,2021,5.45,Harvest
Mary Michael Mooney,Irrigated,Tubigan 14,Purok 2,Coconut,1.78,1.17,1.5,0.82,January,2022,5.27,Harvest
Mary Michael Mooney,Non-Irrigated,PSB Rc82,Purok 2,Coconut,1.57,0.86,1.98,1.45,February,2022,5.86,Harvest
Mary Michael Mooney,Non-Irrigated,Tubigan 14,Purok 2,Coconut,1.94,1.92,0.89,0.59,March,2022,5.34,Harvest
Mary Michael Mooney,Irrigated,NSIC Rc 222,Purok 2,Coconut,0.82,0.78,0.52,0.65,April,2022,2.77,Harvest
Mary Michael Mooney,Non-Irrigated,NSIC Rc 222,Purok 2,Coconut,0.67,0.5,1.33,0.82,May,2022,3.32,Harvest
Mary Michael Mooney,Irrigated,PSB Rc82,Purok 2,Coconut,1.36,0.51,0.89,1.17,June,2022,3.93,Harvest
Mary Michael Mooney,Non-Irrigated,Tubigan 14,Purok 2,Coconut,1.88,0.55,0.7,0.82,July,2022,3.95,Harvest
Mary Michael Mooney,Non-Irrigated,NSIC Rc 222,Purok 2,Coconut,1.83,0.91,0.93,1.89,August,2022,5.56,Harvest
Mary Michael Mooney,Irrigated,Tubigan 14,Purok 2,Coconut,1.98,0.65,1.95,1.02,September,2022,5.6,Harvest
Mary Michael Mooney,Non-Irrigated,PSB Rc82,Purok 2,Coconut,1.09,0.99,1.67,1.41,October,2022,5.16,Harvest
Mary Michael Mooney,Non-Irrigated,PSB Rc82,Purok 2,Coconut,0.83,1.12,1,1.32,November,2022,4.27,Harvest
Mary Michael Mooney,Non-Irrigated,NSIC Rc 222,Purok 2,Coconut,1.85,0.58,0.89,0.98,December,2022,4.3,Harvest
Mary Michael Mooney,Irrigated,NSIC Rc 222,Purok 2,Coconut,1.77,0.52,1.04,1.94,January,2023,5.27,Harvest
Mary Michael Mooney,Irrigated,NSIC Rc 216,Purok 2,Coconut,0.85,1.41,1.68,1.01,February,2023,4.95,Harvest
Mary Michael Mooney,Non-Irrigated,Tubigan 14,Purok 2,Coconut,1.7,1.72,0.7,1.27,March,2023,5.39,Harvest
Mary Michael Mooney,Non-Irrigated,NSIC Rc 216,Purok 2,Coconut,1.48,1.55,1,1.89,April,2023,5.92,Harvest
Mary Michael Mooney,Irrigated,NSIC Rc 216,Purok 2,Coconut,1.25,1.35,0.59,1.67,May,2023,4.86,Harvest
Mary Michael Mooney,Non-Irrigated,Tubigan 14,Purok 2,Coconut,1.87,1.52,0.72,0.95,June,2023,5.06,Harvest
Mary Michael Mooney,Non-Irrigated,PSB Rc82,Purok 2,Coconut,1.78,1.31,0.79,1.35,July,2023,5.23,Harvest
Mary Michael Mooney,Non-Irrigated,NSIC Rc 222,Purok 2,Coconut,1.88,1.61,1.09,1.71,August,2023,6.29,Harvest
Mary Michael Mooney,Irrigated,NSIC Rc 222,Purok 2,Coconut,0.93,1.02,1.33,0.71,September,2023,3.99,Harvest
Mary Michael Mooney,Non-Irrigated,PSB Rc82,Purok 2,Coconut,0.59,0.94,1.29,0.59,October,2023,3.41,Harvest
Mary Michael Mooney,Irrigated,Tubigan 14,Purok 2,Coconut,1.47,0.83,0.59,0.74,November,2023,3.63,Harvest
Mary Michael Mooney,Non-Irrigated,PSB Rc82,Purok 2,Coconut,1.19,1.68,1.67,1.86,December,2023,6.4,Harvest
Mary Michael Mooney,Irrigated,PSB Rc82,Purok 2,Coconut,1.54,0.99,1.49,0.71,January,2024,4.73,Harvest
Mary Michael Mooney,Irrigated,PSB Rc82,Purok 2,Coconut,0.59,0.87,0.9,0.67,February,2024,3.03,Harvest
Mary Michael Mooney,Irrigated,NSIC Rc 222,Purok 2,Coconut,0.73,1.6,0.68,1.46,March,2024,4.47,Harvest
Mary Michael Mooney,Irrigated,PSB Rc82,Purok 2,Coconut,0.74,0.55,1.57,1.91,April,2024,4.77,Harvest
Mary Michael Mooney,Irrigated,NSIC Rc 222,Purok 2,Coconut,2,1.36,0.65,1.17,May,2024,5.18,Harvest
Mary Michael Mooney,Non-Irrigated,NSIC Rc 222,Purok 2,Coconut,1.3,1.51,1.83,1.71,June,2024,6.35,Harvest
Mary Michael Mooney,Non-Irrigated,PSB Rc82,Purok 2,Coconut,1.89,1.1,1.09,1.28,July,2024,5.36,Harvest
Mary Michael Mooney,Non-Irrigated,NSIC Rc 222,Purok 2,Coconut,0.58,0.96,0.83,1.42,August,2024,3.79,Harvest
Mary Michael Mooney,Non-Irrigated,Tubigan 14,Purok 2,Coconut,1.8,0.8,0.53,1.17,September,2024,4.3,Harvest
Mary Michael Mooney,Irrigated,Tubigan 14,Purok 2,Coconut,1.73,1.02,0.78,1.58,October,2024,5.11,Harvest
Mary Michael Mooney,Irrigated,NSIC Rc 222,Purok 2,Coconut,1.76,0.92,1.75,1.29,November,2024,5.72,Harvest
Mary Michael Mooney,Irrigated,NSIC Rc 222,Purok 2,Coconut,1.75,1.86,1.39,0.7,December,2024,5.7,Harvest
Jason John Jones,Irrigated,NSIC Rc 216,Purok 3,Rice,1.02,1.19,1.37,0.86,January,2020,4.44,Harvest
Jason John Jones,Non-Irrigated,PSB Rc82,Purok 3,Rice,1.4,1.93,1.22,1.6,February,2020,6.15,Harvest
Jason John Jones,Non-Irrigated,PSB Rc82,Purok 3,Rice,0.69,0.81,1.63,0.85,March,2020,3.98,Harvest
Jason John Jones,Non-Irrigated,PSB Rc82,Purok 3,Rice,0.98,0.85,1.99,0.88,April,2020,4.7,Harvest
Jason John Jones,Irrigated,PSB Rc82,Purok 3,Rice,1.09,1.15,1.86,1.12,May,2020,5.22,Harvest
Jason John Jones,Irrigated,Tubigan 14,Purok 3,Rice,1.22,1.23,1.44,0.7,June,2020,4.59,Harvest
Jason John Jones,Non-Irrigated,PSB Rc82,Purok 3,Rice,1.04,1.48,1.03,1.03,July,2020,4.58,Harvest
Jason John Jones,Irrigated,NSIC Rc 222,Purok 3,Rice,1.01,1.12,1.26,0.52,August,2020,3.91,Harvest
Jason John Jones,Irrigated,PSB Rc82,Purok 3,Rice,0.99,1.11,1.2,0.83,September,2020,4.13,Harvest
Jason John Jones,Irrigated,Tubigan 14,Purok 3,Rice,0.92,1.1,1.92,1.6,October,2020,5.54,Harvest
Jason John Jones,Non-Irrigated,PSB Rc82,Purok 3,Rice,1.56,1.32,0.79,1.98,November,2020,5.65,Harvest
Jason John Jones,Irrigated,Tubigan 14,Purok 3,Rice,1.87,0.9,1.06,1.34,December,2020,5.17,Harvest
Jason John Jones,Irrigated,Tubigan 14,Purok 3,Rice,1.92,1.88,1.37,1.52,January,2021,6.69,Harvest
Jason John Jones,Non-Irrigated,NSIC Rc 222,Purok 3,Rice,1.81,1.22,1.41,1.49,February,2021,5.93,Harvest
Jason John Jones,Non-Irrigated,Tubigan 14,Purok 3,Rice,0.93,1.75,1.17,1.95,March,2021,5.8,Harvest
Jason John Jones,Irrigated,NSIC Rc 222,Purok 3,Rice,1.94,1.16,0.68,1.03,April,2021,4.81,Harvest
Jason John Jones,Irrigated,PSB Rc82,Purok 3,Rice,1.31,0.75,1.03,0.71,May,2021,3.8,Harvest
Jason John Jones,Irrigated,Tubigan 14,Purok 3,Rice,1.27,0.64,0.97,1.18,June,2021,4.06,Harvest
Jason John Jones,Non-Irrigated,Tubigan 14,Purok 3,Rice,0.85,1.71,0.95,0.65,July,2021,4.16,Harvest
Jason John Jones,Non-Irrigated,Tubigan 14,Purok 3,Rice,1.82,1.89,1.19,1.77,August,2021,6.67,Harvest
Jason John Jones,Non-Irrigated,Tubigan 14,Purok 3,Rice,1.2,1.86,1.45,0.99,September,2021,5.5,Harvest
Jason John Jones,Non-Irrigated,NSIC Rc 216,Purok 3,Rice,1.45,1.14,1.54,0.75,October,2021,4.88,Harvest
Jason John Jones,Non-Irrigated,PSB Rc82,Purok 3,Rice,1.05,1.57,0.53,1.85,November,2021,5,Harvest
Jason John Jones,Irrigated,Tubigan 14,Purok 3,Rice,1.82,0.54,0.98,0.69,December,2021,4.03,Harvest
Jason John Jones,Irrigated,Tubigan 14,Purok 3,Rice,0.73,0.85,1.07,0.75,January,2022,3.4,Harvest
Jason John Jones,Non-Irrigated,Tubigan 14,Purok 3,Rice,1.22,0.86,1.17,1.45,February,2022,4.7,Harvest
Jason John Jones,Non-Irrigated,Tubigan 14,Purok 3,Rice,1.02,1.17,1.58,0.56,March,2022,4.33,Harvest
Jason John Jones,Non-Irrigated,NSIC Rc 222,Purok 3,Rice,0.83,0.93,1.22,1.67,April,2022,4.65,Harvest
Jason John Jones,Non-Irrigated,NSIC Rc 222,Purok 3,Rice,1.5,0.8,1.42,1.45,May,2022,5.17,Harvest
Jason John Jones,Irrigated,NSIC Rc 216,Purok 3,Rice,0.72,0.76,1.15,1.1,June,2022,3.73,Harvest
Jason John Jones,Non-Irrigated,Tubigan 14,Purok 3,Rice,0.57,1.64,0.58,1.97,July,2022,4.76,Harvest
Jason John Jones,Irrigated,PSB Rc82,Purok 3,Rice,1.7,1.57,0.65,0.75,August,2022,4.67,Harvest
Jason John Jones,Non-Irrigated,Tubigan 14,Purok 3,Rice,0.63,1.62,0.89,1.78,September,2022,4.92,Harvest
Jason John Jones,Non-Irrigated,NSIC Rc 216,Purok 3,Rice,1.18,1.5,0.73,1.2,October,2022,4.61,Harvest
Jason John Jones,Non-Irrigated,Tubigan 14,Purok 3,Rice,1.39,1.01,1.52,0.74,November,2022,4.66,Harvest
Jason John Jones,Non-Irrigated,NSIC Rc 222,Purok 3,Rice,1.52,1.34,1.24,1.15,December,2022,5.25,Harvest
Jason John Jones,Irrigated,PSB Rc82,Purok 3,Rice,1.29,0.86,0.64,0.74,January,2023,3.53,Harvest
Jason John Jones,Non-Irrigated,NSIC Rc 222,Purok 3,Rice,0.97,1.58,0.79,1.22,February,2023,4.56,Harvest
Jason John Jones,Irrigated,NSIC Rc 216,Purok 3,Rice,1.21,0.9,1.46,1.3,March,2023,4.87,Harvest
Jason John Jones,Irrigated,Tubigan 14,Purok 3,Rice,1.04,1.69,1.3,1.37,April,2023,5.4,Harvest
Jason John Jones,Non-Irrigated,NSIC Rc 222,Purok 3,Rice,1.35,1.31,1.23,0.52,May,2023,4.41,Harvest
Jason John Jones,Non-Irrigated,PSB Rc82,Purok 3,Rice,1.94,1.98,1.19,0.67,June,2023,5.78,Harvest
Jason John Jones,Non-Irrigated,Tubigan 14,Purok 3,Rice,0.84,0.69,1.52,1.57,July,2023,4.62,Harvest
Jason John Jones,Irrigated,Tubigan 14,Purok 3,Rice,1.54,0.64,1.58,1.88,August,2023,5.64,Harvest
Jason John Jones,Non-Irrigated,PSB Rc82,Purok 3,Rice,0.56,1.75,0.51,0.75,September,2023,3.57,Harvest
Jason John Jones,Non-Irrigated,NSIC Rc 222,Purok 3,Rice,1.22,1.46,1.29,1.57,October,2023,5.54,Harvest
Jason John Jones,Irrigated,NSIC Rc 222,Purok 3,Rice,1.73,1.25,0.81,0.99,November,2023,4.78,Harvest
Jason John Jones,Non-Irrigated,NSIC Rc 216,Purok 3,Rice,1.18,1.59,1.1,0.5,December,2023,4.37,Harvest
Jason John Jones,Irrigated,PSB Rc82,Purok 3,Rice,1.62,1.54,0.53,1.06,January,2024,4.75,Harvest
Jason John Jones,Irrigated,NSIC Rc 216,Purok 3,Rice,1.24,1.27,0.72,1.58,February,2024,4.81,Harvest
Jason John Jones,Irrigated,PSB Rc82,Purok 3,Rice,0.63,0.83,0.96,0.82,March,2024,3.24,Harvest
Jason John Jones,Irrigated,NSIC Rc 216,Purok 3,Rice,1.98,0.85,1.71,1.97,April,2024,6.51,Harvest
Jason John Jones,Non-Irrigated,NSIC Rc 216,Purok 3,Rice,1.94,1.61,1.57,1.13,May,2024,6.25,Harvest
Jason John Jones,Irrigated,PSB Rc82,Purok 3,Rice,0.98,1.64,0.81,1.68,June,2024,5.11,Harvest
Jason John Jones,Non-Irrigated,NSIC Rc 222,Purok 3,Rice,1.66,0.58,1.59,1.25,July,2024,5.08,Harvest
Jason John Jones,Irrigated,Tubigan 14,Purok 3,Rice,1,1.95,1.98,1.94,August,2024,6.87,Harvest
Jason John Jones,Irrigated,NSIC Rc 222,Purok 3,Rice,0.72,0.5,0.64,1.09,September,2024,2.95,Harvest
Jason John Jones,Irrigated,Tubigan 14,Purok 3,Rice,0.87,1.25,1.03,0.87,October,2024,4.02,Harvest
Jason John Jones,Irrigated,NSIC Rc 222,Purok 3,Rice,1.96,1.89,1.41,1.04,November,2024,6.3,Harvest
Jason John Jones,Irrigated,Tubigan 14,Purok 3,Rice,1.44,1.6,1.07,1.43,December,2024,5.54,Harvest
Matthew Brandon Taylor,Irrigated,NSIC Rc 216,Purok 3,Corn,1.81,0.56,1.36,0.78,January,2020,4.51,Harvest
Matthew Brandon Taylor,Non-Irrigated,Tubigan 14,Purok 3,Corn,1.27,0.89,0.59,1.32,February,2020,4.07,Harvest
Matthew Brandon Taylor,Irrigated,NSIC Rc 216,Purok 3,Corn,0.63,1.81,1.59,1.05,March,2020,5.08,Harvest
Matthew Brandon Taylor,Non-Irrigated,NSIC Rc 216,Purok 3,Corn,1.35,0.77,1.98,1.2,April,2020,5.3,Harvest
Matthew Brandon Taylor,Non-Irrigated,NSIC Rc 216,Purok 3,Corn,0.6,0.52,1.33,1.86,May,2020,4.31,Harvest
Matthew Brandon Taylor,Irrigated,Tubigan 14,Purok 3,Corn,1.57,2,1.6,0.93,June,2020,6.1,Harvest
Matthew Brandon Taylor,Irrigated,NSIC Rc 216,Purok 3,Corn,1.49,1.45,1.13,1.19,July,2020,5.26,Harvest
Matthew Brandon Taylor,Irrigated,Tubigan 14,Purok 3,Corn,1.98,1.81,1.5,1.27,August,2020,6.56,Harvest
Matthew Brandon Taylor,Non-Irrigated,NSIC Rc 222,Purok 3,Corn,1.47,1.35,0.82,1.94,September,2020,5.58,Harvest
Matthew Brandon Taylor,Non-Irrigated,NSIC Rc 216,Purok 3,Corn,0.68,1.9,1.05,1.3,October,2020,4.93,Harvest
Matthew Brandon Taylor,Non-Irrigated,NSIC Rc 216,Purok 3,Corn,0.54,1.06,1.2,1.54,November,2020,4.34,Harvest
Matthew Brandon Taylor,Non-Irrigated,Tubigan 14,Purok 3,Corn,1.8,1.88,1.92,1.83,December,2020,7.43,Harvest
Matthew Brandon Taylor,Non-Irrigated,NSIC Rc 216,Purok 3,Corn,0.96,1.63,0.65,0.62,January,2021,3.86,Harvest
Matthew Brandon Taylor,Non-Irrigated,PSB Rc82,Purok 3,Corn,1.71,1.28,1.57,0.97,February,2021,5.53,Harvest
Matthew Brandon Taylor,Irrigated,NSIC Rc 216,Purok 3,Corn,0.83,0.95,1.65,1.24,March,2021,4.67,Harvest
Matthew Brandon Taylor,Irrigated,NSIC Rc 222,Purok 3,Corn,0.67,1.59,0.88,1.43,April,2021,4.57,Harvest
Matthew Brandon Taylor,Irrigated,NSIC Rc 216,Purok 3,Corn,1.42,1.28,0.66,1.91,May,2021,5.27,Harvest
Matthew Brandon Taylor,Irrigated,NSIC Rc 216,Purok 3,Corn,1.76,1.35,0.94,1.29,June,2021,5.34,Harvest
Matthew Brandon Taylor,Non-Irrigated,NSIC Rc 216,Purok 3,Corn,1.07,1.66,0.84,0.97,July,2021,4.54,Harvest
Matthew Brandon Taylor,Irrigated,NSIC Rc 216,Purok 3,Corn,1.27,0.69,0.89,0.61,August,2021,3.46,Harvest
Matthew Brandon Taylor,Irrigated,NSIC Rc 216,Purok 3,Corn,1.79,1.88,1.36,1.64,September,2021,6.67,Harvest
Matthew Brandon Taylor,Non-Irrigated,NSIC Rc 216,Purok 3,Corn,1.98,1.91,1.65,0.66,October,2021,6.2,Harvest
Matthew Brandon Taylor,Irrigated,Tubigan 14,Purok 3,Corn,1.17,1.48,1.56,1.85,November,2021,6.06,Harvest
Matthew Brandon Taylor,Irrigated,PSB Rc82,Purok 3,Corn,1.78,1.93,1.94,1.53,December,2021,7.18,Harvest
Matthew Brandon Taylor,Irrigated,Tubigan 14,Purok 3,Corn,1.29,0.62,0.76,1.18,January,2022,3.85,Harvest
Matthew Brandon Taylor,Irrigated,PSB Rc82,Purok 3,Corn,0.53,1.39,1.55,0.85,February,2022,4.32,Harvest
Matthew Brandon Taylor,Non-Irrigated,NSIC Rc 216,Purok 3,Corn,1.57,1.31,0.51,1.86,March,2022,5.25,Harvest
Matthew Brandon Taylor,Irrigated,NSIC Rc 222,Purok 3,Corn,1.75,1.66,1.71,0.63,April,2022,5.75,Harvest
Matthew Brandon Taylor,Non-Irrigated,NSIC Rc 222,Purok 3,Corn,1.98,1.53,1.94,1.78,May,2022,7.23,Harvest
Matthew Brandon Taylor,Irrigated,NSIC Rc 216,Purok 3,Corn,1.78,1.34,1.83,0.74,June,2022,5.69,Harvest
Matthew Brandon Taylor,Irrigated,Tubigan 14,Purok 3,Corn,0.54,1.64,0.52,1.06,July,2022,3.76,Harvest
Matthew Brandon Taylor,Irrigated,NSIC Rc 216,Purok 3,Corn,1.15,1.37,0.7,1.25,August,2022,4.47,Harvest
Matthew Brandon Taylor,Irrigated,NSIC Rc 216,Purok 3,Corn,1,0.74,1,1.26,September,2022,4,Harvest
Matthew Brandon Taylor,Irrigated,NSIC Rc 216,Purok 3,Corn,0.82,0.66,1.33,1.51,October,2022,4.32,Harvest
Matthew Brandon Taylor,Non-Irrigated,PSB Rc82,Purok 3,Corn,0.97,1.09,0.73,0.69,November,2022,3.48,Harvest
Matthew Brandon Taylor,Irrigated,NSIC Rc 222,Purok 3,Corn,1.13,1.17,1.04,1.84,December,2022,5.18,Harvest
Matthew Brandon Taylor,Irrigated,Tubigan 14,Purok 3,Corn,1.13,0.73,1.3,0.66,January,2023,3.82,Harvest
Matthew Brandon Taylor,Non-Irrigated,Tubigan 14,Purok 3,Corn,1.53,0.9,0.89,1.22,February,2023,4.54,Harvest
Matthew Brandon Taylor,Non-Irrigated,PSB Rc82,Purok 3,Corn,1.26,0.95,1.97,0.87,March,2023,5.05,Harvest
Matthew Brandon Taylor,Irrigated,NSIC Rc 222,Purok 3,Corn,1.3,1.07,1.02,0.57,April,2023,3.96,Harvest
Matthew Brandon Taylor,Non-Irrigated,NSIC Rc 216,Purok 3,Corn,1.09,0.8,0.76,1.28,May,2023,3.93,Harvest
Matthew Brandon Taylor,Irrigated,NSIC Rc 222,Purok 3,Corn,0.63,0.66,1.93,1.23,June,2023,4.45,Harvest
Matthew Brandon Taylor,Irrigated,Tubigan 14,Purok 3,Corn,1.88,1.35,0.66,1.96,July,2023,5.85,Harvest
Matthew Brandon Taylor,Non-Irrigated,PSB Rc82,Purok 3,Corn,0.82,1.37,0.51,1.65,August,2023,4.35,Harvest
Matthew Brandon Taylor,Irrigated,NSIC Rc 222,Purok 3,Corn,1.14,0.88,1.52,0.8,September,2023,4.34,Harvest
Matthew Brandon Taylor,Non-Irrigated,PSB Rc82,Purok 3,Corn,1.47,1.43,0.67,0.96,October,2023,4.53,Harvest
Matthew Brandon Taylor,Irrigated,Tubigan 14,Purok 3,Corn,1.65,1.01,0.66,0.92,November,2023,4.24,Harvest
Matthew Brandon Taylor,Non-Irrigated,NSIC Rc 222,Purok 3,Corn,0.88,1.24,1.66,1.87,December,2023,5.65,Harvest
Matthew Brandon Taylor,Irrigated,NSIC Rc 216,Purok 3,Corn,1.96,1.33,1.69,0.96,January,2024,5.94,Harvest
Matthew Brandon Taylor,Non-Irrigated,Tubigan 14,Purok 3,Corn,0.58,1.11,0.74,1.49,February,2024,3.92,Harvest
Matthew Brandon Taylor,Non-Irrigated,NSIC Rc 216,Purok 3,Corn,1.69,0.67,1.35,0.94,March,2024,4.65,Harvest
Matthew Brandon Taylor,Irrigated,NSIC Rc 216,Purok 3,Corn,0.75,0.82,0.56,0.69,April,2024,2.82,Harvest
Matthew Brandon Taylor,Non-Irrigated,Tubigan 14,Purok 3,Corn,1.99,1.76,0.81,1.81,May,2024,6.37,Harvest
Matthew Brandon Taylor,Irrigated,PSB Rc82,Purok 3,Corn,0.54,1.39,0.5,1.74,June,2024,4.17,Harvest
Matthew Brandon Taylor,Non-Irrigated,NSIC Rc 216,Purok 3,Corn,1.55,0.56,0.83,0.92,July,2024,3.86,Harvest
Matthew Brandon Taylor,Non-Irrigated,Tubigan 14,Purok 3,Corn,1.37,1.25,1.16,1.36,August,2024,5.14,Harvest
Matthew Brandon Taylor,Irrigated,NSIC Rc 222,Purok 3,Corn,0.54,0.63,1.38,1.37,September,2024,3.92,Harvest
Matthew Brandon Taylor,Non-Irrigated,NSIC Rc 222,Purok 3,Corn,1.93,1.88,1.93,1.62,October,2024,7.36,Harvest
Matthew Brandon Taylor,Irrigated,NSIC Rc 222,Purok 3,Corn,1.29,1.22,0.98,0.99,November,2024,4.48,Harvest
Matthew Brandon Taylor,Irrigated,Tubigan 14,Purok 3,Corn,0.71,1.86,1.17,0.68,December,2024,4.42,Harvest
Sarah Aaron White,Non-Irrigated,Tubigan 14,Purok 1,Corn,1.41,0.64,1.74,0.65,January,2020,4.44,Harvest
Sarah Aaron White,Irrigated,NSIC Rc 216,Purok 1,Corn,0.78,1.22,0.76,1.29,February,2020,4.05,Harvest
Sarah Aaron White,Non-Irrigated,NSIC Rc 216,Purok 1,Corn,1.11,0.52,0.58,1.3,March,2020,3.51,Harvest
Sarah Aaron White,Non-Irrigated,PSB Rc82,Purok 1,Corn,0.8,1.12,1,0.85,April,2020,3.77,Harvest
Sarah Aaron White,Non-Irrigated,PSB Rc82,Purok 1,Corn,0.81,0.55,0.73,1.34,May,2020,3.43,Harvest
Sarah Aaron White,Irrigated,PSB Rc82,Purok 1,Corn,1.66,1.14,1.84,0.98,June,2020,5.62,Harvest
Sarah Aaron White,Irrigated,NSIC Rc 222,Purok 1,Corn,1.97,1.72,1.76,1.24,July,2020,6.69,Harvest
Sarah Aaron White,Irrigated,Tubigan 14,Purok 1,Corn,1.88,1.05,0.5,1.39,August,2020,4.82,Harvest
Sarah Aaron White,Non-Irrigated,Tubigan 14,Purok 1,Corn,1.48,1.99,0.59,1.72,September,2020,5.78,Harvest
Sarah Aaron White,Irrigated,Tubigan 14,Purok 1,Corn,0.79,1.34,0.69,1.93,October,2020,4.75,Harvest
Sarah Aaron White,Irrigated,NSIC Rc 222,Purok 1,Corn,1.64,1.64,1.73,0.96,November,2020,5.97,Harvest
Sarah Aaron White,Non-Irrigated,Tubigan 14,Purok 1,Corn,1.43,0.78,1.6,1.28,December,2020,5.09,Harvest
Sarah Aaron White,Non-Irrigated,PSB Rc82,Purok 1,Corn,1.53,1.8,0.51,1.92,January,2021,5.76,Harvest
Sarah Aaron White,Non-Irrigated,PSB Rc82,Purok 1,Corn,1.5,0.94,1.62,1.27,February,2021,5.33,Harvest
Sarah Aaron White,Non-Irrigated,PSB Rc82,Purok 1,Corn,1.38,0.61,1.51,1.81,March,2021,5.31,Harvest
Sarah Aaron White,Irrigated,PSB Rc82,Purok 1,Corn,1.05,1.51,1.46,1.54,April,2021,5.56,Harvest
Sarah Aaron White,Non-Irrigated,NSIC Rc 222,Purok 1,Corn,1.69,1.25,1.44,1.15,May,2021,5.53,Harvest
Sarah Aaron White,Non-Irrigated,PSB Rc82,Purok 1,Corn,1.27,1.58,0.6,0.94,June,2021,4.39,Harvest
Sarah Aaron White,Irrigated,PSB Rc82,Purok 1,Corn,0.53,0.68,1.68,0.57,July,2021,3.46,Harvest
Sarah Aaron White,Non-Irrigated,Tubigan 14,Purok 1,Corn,1.51,1.41,1.76,1.81,August,2021,6.49,Harvest
Sarah Aaron White,Irrigated,NSIC Rc 216,Purok 1,Corn,0.82,0.6,1.66,1.6,September,2021,4.68,Harvest
Sarah Aaron White,Irrigated,Tubigan 14,Purok 1,Corn,1.96,1.32,1.67,1.7,October,2021,6.65,Harvest
Sarah Aaron White,Non-Irrigated,NSIC Rc 222,Purok 1,Corn,1.7,0.79,1.11,2,November,2021,5.6,Harvest
Sarah Aaron White,Irrigated,Tubigan 14,Purok 1,Corn,0.91,1.84,0.53,1.53,December,2021,4.81,Harvest
Sarah Aaron White,Non-Irrigated,NSIC Rc 216,Purok 1,Corn,1,1.51,0.94,0.84,January,2022,4.29,Harvest
Sarah Aaron White,Irrigated,NSIC Rc 216,Purok 1,Corn,1.35,0.75,1.38,0.91,February,2022,4.39,Harvest
Sarah Aaron White,Non-Irrigated,PSB Rc82,Purok 1,Corn,1.69,0.68,0.57,1.64,March,2022,4.58,Harvest
Sarah Aaron White,Irrigated,PSB Rc82,Purok 1,Corn,1.94,0.89,1.77,0.65,April,2022,5.25,Harvest
Sarah Aaron White,Non-Irrigated,Tubigan 14,Purok 1,Corn,1.66,0.77,1.38,1.58,May,2022,5.39,Harvest
Sarah Aaron White,Irrigated,PSB Rc82,Purok 1,Corn,0.62,1.88,1.71,1.19,June,2022,5.4,Harvest
Sarah Aaron White,Non-Irrigated,PSB Rc82,Purok 1,Corn,1.16,1.69,0.59,1.74,July,2022,5.18,Harvest
Sarah Aaron White,Irrigated,NSIC Rc 222,Purok 1,Corn,1.64,0.77,1.37,0.98,August,2022,4.76,Harvest
Sarah Aaron White,Irrigated,Tubigan 14,Purok 1,Corn,1.96,0.92,1.25,0.82,September,2022,4.95,Harvest
Sarah Aaron White,Non-Irrigated,PSB Rc82,Purok 1,Corn,1.38,1.51,1.71,1.7,October,2022,6.3,Harvest
Sarah Aaron White,Irrigated,NSIC Rc 216,Purok 1,Corn,1.71,0.84,0.82,1.21,November,2022,4.58,Harvest
Sarah Aaron White,Non-Irrigated,Tubigan 14,Purok 1,Corn,1.13,0.84,1.24,0.76,December,2022,3.97,Harvest
Sarah Aaron White,Non-Irrigated,NSIC Rc 216,Purok 1,Corn,1.74,1.61,1.65,1.97,January,2023,6.97,Harvest
Sarah Aaron White,Non-Irrigated,NSIC Rc 222,Purok 1,Corn,0.63,1.43,1.38,1.39,February,2023,4.83,Harvest
Sarah Aaron White,Non-Irrigated,PSB Rc82,Purok 1,Corn,1.44,1.52,0.58,0.96,March,2023,4.5,Harvest
Sarah Aaron White,Irrigated,NSIC Rc 216,Purok 1,Corn,1.46,1.92,0.77,1.25,April,2023,5.4,Harvest
Sarah Aaron White,Irrigated,PSB Rc82,Purok 1,Corn,0.92,1.02,1.61,1.91,May,2023,5.46,Harvest
Sarah Aaron White,Irrigated,PSB Rc82,Purok 1,Corn,1.74,1.68,1.9,1.38,June,2023,6.7,Harvest
Sarah Aaron White,Non-Irrigated,NSIC Rc 216,Purok 1,Corn,1.61,0.79,1.67,0.73,July,2023,4.8,Harvest
Sarah Aaron White,Non-Irrigated,NSIC Rc 222,Purok 1,Corn,0.84,1.29,0.72,0.63,August,2023,3.48,Harvest
Sarah Aaron White,Irrigated,Tubigan 14,Purok 1,Corn,0.54,0.54,1.62,0.62,September,2023,3.32,Harvest
Sarah Aaron White,Irrigated,NSIC Rc 222,Purok 1,Corn,1.25,0.5,1.91,2,October,2023,5.66,Harvest
Sarah Aaron White,Non-Irrigated,NSIC Rc 222,Purok 1,Corn,1.02,1.16,0.6,1.05,November,2023,3.83,Harvest
Sarah Aaron White,Non-Irrigated,NSIC Rc 216,Purok 1,Corn,1.19,1.54,1.52,0.57,December,2023,4.82,Harvest
Sarah Aaron White,Non-Irrigated,NSIC Rc 222,Purok 1,Corn,1.98,1.78,1.1,1.01,January,2024,5.87,Harvest
Sarah Aaron White,Non-Irrigated,NSIC Rc 216,Purok 1,Corn,1.17,1.01,1.41,1.23,February,2024,4.82,Harvest
Sarah Aaron White,Irrigated,NSIC Rc 216,Purok 1,Corn,1.5,1.97,1.77,1.69,March,2024,6.93,Harvest
